title,telecommuting,has_company_logo,has_questions,employment_type,fraudulent,in_balanced_dataset,country,industry_group,edu_level
Sonographer,0,1,1,Part-time,0,0,GB,Health_Science,Associate/Vocational
software development life cycle,0,1,1,Contract,1,0,US,Tech,Bachelor
Entry Level with BBB A+ Company-Training Provided-Leadership Training,0,1,1,Full-time,0,0,US,Tech,High School
PHP Programmer,0,0,0,Full-time,0,0,IN,Tech,Unknown
Sr. Windows Server Administrator,0,1,1,Contract,0,0,US,Unknown,Bachelor
Enterprise Manager,0,1,0,Full-time,0,0,US,Finance,Bachelor
Sales Development Rep,0,0,1,Unknown,0,0,US,Unknown,Unknown
Passionate Frontend Web Engineer,0,1,1,Unknown,0,0,DE,Unknown,Unknown
QA Engineer,0,1,1,Full-time,0,0,NL,Tech,Bachelor
Mobile Engineer - Android,0,1,1,Full-time,0,0,US,Tech,Bachelor
Tools Developer,0,1,0,Full-time,0,0,GB,Unknown,Unknown
Care Worker (Personal Assistant),0,1,1,Full-time,0,0,GB,Health_Science,Associate/Vocational
Russian Speaking Customer Support Representative,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Senior Geologist,0,0,0,Full-time,1,0,US,Industrial_Energy,Master/PhD
Ruby developer,1,1,0,Full-time,0,0,Unspecified,Tech,Bachelor
Event Specialists,0,1,1,Full-time,0,0,US,Corporate_Services,High School
Resident Services Coordinator (Part-Time),0,1,1,Unknown,0,0,US,Unknown,Unknown
Next Generation OSS Technical Expert,0,0,0,Contract,0,0,IE,Unknown,Bachelor
Product Innovator (Senior),0,1,1,Full-time,0,0,DE,Education,Unknown
Real Estate Agents,0,1,0,Unknown,0,0,US,Unknown,Unknown
Customer Service Representative,1,1,0,Full-time,0,0,US,Industrial_Energy,High School
ARCHITECT - DataStage - (8-10 YEARS),0,0,0,Contract,0,0,US,Unknown,Unknown
Caregiver -  Bridgman,0,1,1,Unknown,0,0,US,Health_Science,High School
"Sunlife Financial - Director, Group Life Pricing (Wellesley, MA or Windsor, CT)",0,1,0,Full-time,0,0,US,Unknown,Unknown
Jr. SharePoint Developer,0,1,1,Full-time,0,0,US,Tech,Bachelor
Chef de partie,0,0,1,Unknown,0,0,GB,Logistics_Travel,Unknown
"Sales, Marketing, and Biz Ops Associate",0,0,0,Full-time,0,0,US,Tech,Bachelor
Content Creator (for a mum / pet owner at home),1,1,0,Temporary,0,0,GB,Corporate_Services,High School
Android Developer,0,1,0,Full-time,0,0,GB,Unknown,Unknown
BI Interns,0,1,1,Unknown,0,0,US,Unknown,Unknown
High School Earth Science Teacher,0,1,1,Full-time,0,0,US,Unknown,Master/PhD
Research Sales Manager,0,1,1,Full-time,0,0,GB,Media_Entertainment,Bachelor
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Service Technician,0,0,1,Unknown,0,0,US,Unknown,Unknown
Sonographer,0,1,1,Part-time,0,0,GB,Health_Science,Associate/Vocational
Hotel Breakfast Hostess Part Time,0,1,1,Unknown,0,0,US,Unknown,Unknown
TV Copy Writer,0,1,0,Unknown,0,0,US,Unknown,Unknown
Key Accounts Sales Intern,0,1,0,Contract,0,0,SG,Tech,Bachelor
"International Broadcaster, Russian Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
Part Time Cleaner- Ann Arbor Area,0,1,1,Part-time,0,0,US,Unknown,High School
Caregiver-St Joseph/Benton Harbor,0,1,1,Part-time,0,0,US,Health_Science,Unknown
Public Affairs Assistant,0,1,0,Full-time,0,0,US,Media_Entertainment,Bachelor
Customer Service Associate,0,1,0,Full-time,0,0,US,Finance,High School
Senior Director of Information Technology,0,0,1,Unknown,0,0,US,Unknown,Unknown
Inside Sales Professional,0,1,0,Full-time,0,0,US,Unknown,Unknown
Front Desk Brokerage Administrator,0,1,0,Full-time,0,0,US,Unknown,High School
General Clerk 2,0,1,0,Full-time,0,0,US,Government_Public,High School
Technical Support Engineer (m/f),0,1,1,Unknown,0,0,DE,Unknown,Unknown
Software Engineer,0,0,0,Full-time,0,0,PH,Tech,Unknown
PHP Developer,0,1,0,Full-time,0,0,GB,Finance,Unknown
UI Developer ( Javascript / HTML5 / CSS3 ),0,1,1,Full-time,0,0,IN,Tech,Bachelor
Part Time Creative Project Manager,0,1,1,Contract,0,0,US,Corporate_Services,Unknown
TV Set Maintenance Technician,0,1,0,Unknown,0,0,US,Unknown,Unknown
Junior Affiliate Manager,0,1,1,Full-time,0,0,GR,Tech,Bachelor
Compliance Officer (potential for part-time),0,1,1,Full-time,0,0,GB,Finance,Unknown
Product,0,1,1,Unknown,0,0,DE,Unknown,Unknown
Marketing/Operations Intern,0,0,1,Part-time,0,0,US,Unknown,Associate/Vocational
Senior Designer,0,1,1,Full-time,0,0,US,Media_Entertainment,Unknown
Marketing/Operations Intern,0,0,1,Part-time,0,0,US,Unknown,Associate/Vocational
Dental Receptionist / Dental Office Manager,0,1,0,Full-time,0,0,CA,Health_Science,Unknown
General Studio Technician,0,1,0,Unknown,0,0,US,Unknown,Unknown
Senior iOS Developer,0,1,1,Full-time,0,0,US,Media_Entertainment,Unknown
Front End Software Engineer (Junior),0,1,1,Unknown,0,0,GR,Unknown,Unknown
Maintenance - Refrigeration Tech,0,1,0,Full-time,0,0,US,Consumer_Retail,Associate/Vocational
Work from Home Executive Income and Lifestyle,0,1,1,Unknown,0,0,AU,Unknown,Unknown
Senior User Researcher,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Adops Coordinator,0,1,1,Full-time,0,0,US,Corporate_Services,Unknown
.NET Developer,0,1,0,Contract,0,0,US,Unknown,Unknown
Technical co-founder,0,1,0,Full-time,0,0,GB,Consumer_Retail,Unknown
Solution Architect,0,0,1,Full-time,0,0,US,Tech,Unknown
TechOps Engineer,0,1,1,Full-time,0,0,GR,Tech,Bachelor
Chief Financial Officer,0,1,1,Full-time,0,0,US,Consumer_Retail,Master/PhD
Front of house assistant,0,0,0,Full-time,0,0,GB,Consumer_Retail,Unknown
Software Developer,0,0,0,Full-time,0,0,US,Tech,Bachelor
Technical Support Web Engineer,0,1,1,Unknown,0,0,DE,Unknown,Unknown
Team Manager (Outbound Sales),0,1,0,Full-time,0,0,GB,Unknown,Unknown
Country Managers for Netherlands and Poland,0,0,0,Full-time,0,0,GB,Tech,Unknown
Work at Home - Business Owner,0,1,1,Unknown,0,0,AU,Unknown,Unknown
National Partnership Manager - Scotland,0,1,1,Full-time,0,0,GB,Finance,Unknown
HR Administrator,0,1,0,Full-time,0,0,NL,Unknown,Unknown
Symfony Developer / System Admin,0,1,0,Full-time,0,0,GB,Consumer_Retail,Unknown
The waiter-barista in the airport,0,1,0,Full-time,0,0,IQ,Consumer_Retail,Unknown
Marketing Trainee- Russian Market,0,1,1,Unknown,0,0,GR,Unknown,Unknown
System Administration,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Corporate Attorney,0,1,1,Unknown,0,0,US,Unknown,Unknown
Graduates: English Teacher Abroad,0,1,0,Contract,0,0,US,Education,Bachelor
Lead Developer - Mobile Apps,0,1,1,Full-time,0,0,GB,Corporate_Services,Bachelor
"QC Engineer ""Sr. & Jr""",0,1,0,Full-time,0,0,EG,Unknown,Bachelor
Oracle DBA,0,1,1,Full-time,0,0,US,Tech,Bachelor
Frontend Engineer,0,1,1,Full-time,0,0,DE,Tech,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Africa Social Media Strategist,0,1,0,Full-time,0,0,US,Media_Entertainment,Bachelor
Android Developer,0,1,1,Full-time,0,0,GR,Tech,Bachelor
Customer Service Associate,0,1,0,Full-time,0,0,US,Health_Science,High School
Healthcare Assistant,0,0,0,Unknown,0,0,GB,Unknown,Unknown
Business Development Analytics,0,1,0,Full-time,0,0,GB,Finance,Bachelor
Administrative Assistant/Receptionist,0,1,0,Full-time,1,0,US,Corporate_Services,High School
Mechanic - Heavy Equipment,0,1,1,Unknown,0,0,US,Industrial_Energy,Unknown
"Producer, Cantonese Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
Production Supervisor,0,0,0,Full-time,0,0,US,Unknown,Unknown
Full-Time Caregiver for a Sweet and Easygoing Woman,0,1,1,Full-time,0,0,US,Government_Public,High School
PT Administrative Assistant/Receptionist,0,0,0,Part-time,0,0,US,Industrial_Energy,High School
The Untraditional Community Manager,0,1,1,Full-time,0,0,SE,Consumer_Retail,Bachelor
Software Engineer,0,0,0,Full-time,0,0,PL,Tech,Unknown
Graphic Artist,0,1,0,Unknown,0,0,US,Unknown,Unknown
Financial Advisor,0,0,0,Unknown,0,0,CA,Unknown,Unknown
"Legal Services Clerk / Immigration Consultant, Downtown Vancouver",0,1,0,Full-time,0,0,CA,Corporate_Services,Unknown
Lead Software Engineer,1,1,1,Full-time,0,0,US,Tech,Unknown
Front End Developer,0,1,1,Full-time,0,0,GB,Unknown,Unknown
Buyer,0,0,0,Full-time,0,0,US,Education,Unknown
"Writer, Russian Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
Service Technician II,0,1,0,Unknown,0,0,US,Unknown,Unknown
Land Surveying Field Crew Chief,0,0,1,Unknown,0,0,US,Unknown,Unknown
Digital Marketing Manager,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
"Social Media Strategist, Thai Service",0,1,0,Unknown,0,0,US,Unknown,Unknown
Head of Product,0,1,0,Full-time,0,0,GB,Tech,Master/PhD
Property Sales Consultant,0,0,0,Full-time,0,0,GB,Unknown,Unknown
Data Scientist (Part-Time),0,1,1,Unknown,0,0,GR,Unknown,Unknown
Inside Sales,0,1,1,Full-time,0,0,CA,Corporate_Services,Unknown
Estate Agent Sales Negotiator,0,0,0,Full-time,0,0,GB,Unknown,Unknown
Automotive Internet Sales Representative,0,0,1,Unknown,0,0,US,Unknown,Unknown
Management Trainee,0,0,1,Unknown,0,0,US,Unknown,Unknown
Marketing & Public Relation Manager,0,1,1,Full-time,0,0,GR,Corporate_Services,Unknown
3-month paid marketing and PR internship,0,1,0,Contract,0,0,GB,Corporate_Services,Unknown
HR expert,0,1,1,Unknown,0,0,FR,Unknown,Unknown
Sales Manager / Sales Associate,0,1,1,Full-time,0,0,HK,Tech,Bachelor
"Technician Level I, Broadcast Operations Division",0,1,0,Unknown,0,0,US,Unknown,Unknown
Copywriter/ Content Development Manager / Editor,0,1,1,Full-time,0,0,HK,Media_Entertainment,Bachelor
Accounts Payable Supervisor,0,0,1,Full-time,0,0,US,Corporate_Services,Bachelor
Electronics Engineer,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Caregiver-Bangor,0,1,1,Unknown,0,0,US,Unknown,Unknown
Caregiver Cass County,0,1,1,Part-time,0,0,US,Health_Science,High School
Software Engineer,0,0,0,Full-time,0,0,US,Tech,Unknown
Structural Engineer,0,1,0,Full-time,0,0,US,Industrial_Energy,Unknown
Nurse Practitioner,0,0,0,Full-time,0,1,Unspecified,Health_Science,Bachelor
Customer Service Associate,0,1,0,Full-time,0,0,US,Industrial_Energy,High School
Part Time General Labor,0,1,1,Part-time,0,0,US,Consumer_Retail,High School
QA Engineer,0,0,1,Full-time,0,0,RO,Tech,Bachelor
Senior Web Designer (Freelance),0,1,1,Contract,0,0,GB,Tech,Bachelor
Truck Drivers,0,1,1,Unknown,0,0,US,Unknown,Unknown
Web developer,0,1,1,Full-time,0,0,GR,Tech,Bachelor
Head of Partnerships,1,1,1,Full-time,0,0,GB,Tech,Unknown
Testing Engineer,0,1,1,Full-time,0,0,GR,Unknown,Bachelor
"Video Journalist, Mandarin Service",0,1,0,Unknown,0,0,US,Unknown,Unknown
Front-end webdeveloper,0,1,0,Full-time,0,0,BE,Tech,Bachelor
Dell - Pricing Sr. Advisor,0,1,0,Full-time,0,0,US,Unknown,Unknown
Key Account Manager - Croatia,0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
PHP Software Developer,0,0,1,Unknown,0,0,RO,Unknown,Unknown
Animation Intern,0,0,1,Unknown,0,0,US,Unknown,Unknown
Pre-Sales Engineer,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Software Engineer,0,1,0,Full-time,0,0,IN,Tech,Bachelor
Project Manager,1,0,1,Part-time,0,0,US,Unknown,Unknown
Carpenter,0,1,1,Unknown,0,0,US,Unknown,Unknown
Lead Quality Assuarance,0,1,0,Unknown,0,0,US,Unknown,Unknown
Software Engineer - Java Server Applications,0,1,0,Unknown,0,0,US,Unknown,Unknown
Illustrator,0,1,1,Full-time,0,0,RS,Media_Entertainment,Unknown
Writing Intern,0,1,1,Part-time,0,0,CA,Tech,Unknown
"Director of Laboratory Services, Hospital",0,0,1,Full-time,0,0,US,Health_Science,Bachelor
"TV Video Editor II, Broadcast Operations Division ",0,1,0,Unknown,0,0,US,Unknown,Unknown
Junior Connectivity Engineer,0,1,0,Full-time,0,0,GR,Unknown,Unknown
PR8 Apprentice Administrator Under NAS 16-18 Year Olds Only,0,1,1,Unknown,0,0,GB,Unknown,High School
PHP Developer (Contract),0,1,1,Contract,0,0,NZ,Tech,Unknown
Plumber,0,1,1,Unknown,0,0,US,Unknown,Unknown
Marketing Manager,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
"International Broadcaster, Korean Service ",0,1,0,Unknown,0,0,US,Unknown,Unknown
Sales Manager (2 positions),0,0,1,Unknown,0,0,GR,Unknown,Unknown
Production Lead - Freeze Dry,0,1,1,Full-time,0,0,US,Consumer_Retail,High School
Entry Level Sales,0,0,0,Full-time,0,0,US,Finance,High School
Senior Java Developer,0,0,0,Full-time,0,0,VN,Tech,Unknown
I want to work @involvio!,0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
Earn a nice part time PAY!,0,0,0,Unknown,1,1,US,Unknown,Unknown
Database Development Lead,0,0,1,Unknown,0,0,US,Tech,Unknown
Marketing Manager (Sales),0,1,1,Full-time,0,0,US,Tech,Bachelor
Content Marketer,0,1,1,Full-time,0,0,GB,Finance,Bachelor
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Director / Head of Operations,0,1,0,Full-time,0,0,SG,Tech,Unknown
Marketing Lead,0,1,1,Full-time,0,0,US,Tech,Bachelor
Content Marketing,0,1,1,Unknown,0,0,GB,Unknown,Unknown
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Android Software Architect,0,1,1,Unknown,0,0,US,Unknown,Unknown
"Writer, English Language Web Programming",0,1,0,Unknown,0,0,US,Unknown,Unknown
Director of Rehab,0,0,0,Full-time,0,0,US,Health_Science,Associate/Vocational
Gatwick Customer Service Apprenticeship 16-18 Year Olds Only,0,1,1,Full-time,0,0,GB,Unknown,High School
Sales Development Rep,0,1,1,Full-time,0,0,GB,Tech,Unknown
Management Accountant (Newly Qualified),0,1,0,Full-time,0,0,GB,Corporate_Services,Bachelor
Web Developer,0,1,1,Full-time,0,0,US,Tech,Bachelor
"Senior Java Developer, Jersey City, NJ",0,0,0,Full-time,0,0,US,Tech,Unknown
Outside Sales Professional,0,1,0,Full-time,0,0,US,Unknown,Unknown
Sales Entrepreneur,0,1,1,Full-time,0,0,US,Tech,Unknown
"Graphic Designer, Urdu Language",0,1,0,Full-time,0,0,US,Media_Entertainment,Bachelor
Brighton Beauty/Fragrance Promo Staff Needed,0,1,0,Unknown,0,0,Unspecified,Consumer_Retail,Unknown
Commentator/Program Host,0,1,0,Unknown,0,0,US,Unknown,Unknown
Social Media / Copywriter,0,1,1,Full-time,0,0,GR,Finance,Unknown
Full stack engineer,0,1,1,Full-time,0,0,US,Tech,Unknown
Target Mobile Wireless Team Member,0,0,1,Part-time,0,0,US,Consumer_Retail,High School
Technical Support Engineer,0,1,1,Full-time,0,0,GR,Unknown,Bachelor
Inside Sales Representative,0,1,1,Full-time,0,0,US,Consumer_Retail,Associate/Vocational
Benefits and Payroll Manager,0,1,1,Full-time,0,0,US,Unknown,Bachelor
Mail Clerk/Floater,0,1,1,Part-time,0,0,US,Corporate_Services,High School
linux Engineer,0,1,0,Contract,0,0,US,Unknown,Unknown
Researcher (Innovation in Cities),0,1,1,Full-time,0,0,ES,Tech,Unknown
Back Office Senior PHP Developer,0,1,1,Full-time,0,0,BG,Corporate_Services,Unknown
UI/UX DESIGNER,0,1,1,Full-time,0,0,US,Media_Entertainment,Unknown
Account Manager,0,1,1,Full-time,0,0,US,Tech,Unknown
Data Warehouse Manager / Business Intelligence Architect,0,1,1,Full-time,0,0,DE,Unknown,Unknown
"Weekend Caregiver for Fun-Loving, Social Woman",0,1,1,Full-time,0,0,US,Government_Public,High School
Tattoo Artist,0,0,1,Unknown,0,0,US,Unknown,Unknown
Social Pre-Sale Manager,0,1,1,Full-time,0,0,GB,Corporate_Services,Bachelor
Visual Designer (San Francisco or Dublin),0,1,1,Full-time,0,0,IE,Unknown,Unknown
Healthcare Program Manager,0,1,1,Full-time,0,0,DK,Health_Science,Unknown
iOS/OS X Senior Software Developer,0,0,1,Full-time,0,0,DE,Tech,Bachelor
Greek - Spanish Translator - Online,0,0,1,Temporary,0,0,ES,Corporate_Services,Bachelor
Receptionist,0,1,0,Contract,0,0,TT,Finance,High School
McAfee Technology Security Specialist,0,0,1,Full-time,0,0,CA,Unknown,Unknown
IS Tester,0,1,1,Full-time,0,0,DE,Tech,Bachelor
"State Street - GS Pricing Specialist, Associate 1 (2:30pm - 6:30pm)",0,1,0,Full-time,0,0,US,Unknown,Unknown
Marketing Officer,0,1,0,Full-time,0,0,CA,Corporate_Services,Associate/Vocational
Financial Controller,0,0,0,Unknown,0,0,SD,Unknown,Unknown
UI/UX Designer,0,0,0,Full-time,0,0,US,Education,Bachelor
Translator,0,0,1,Temporary,0,0,GB,Corporate_Services,Bachelor
Appointment Setter,0,1,1,Temporary,0,0,GB,Finance,Unknown
Business Development Representative,0,1,1,Full-time,0,0,US,Industrial_Energy,High School
Project Manager: Mechanical,0,1,1,Full-time,1,0,US,Industrial_Energy,Bachelor
Factory Integration Software Design Engineer,0,1,0,Unknown,0,0,NL,Unknown,Unknown
Drupal / PHP Developer (fulltime or freelance),0,1,1,Full-time,0,0,DE,Tech,Unknown
Oilfield Work,0,1,1,Unknown,0,0,US,Industrial_Energy,Unknown
Full-Time Job Coach [current UCP employees only!],0,1,1,Unknown,0,0,US,Unknown,Unknown
looking for sales agent with firearms parts and accessories backround,0,0,1,Unknown,0,0,US,Unknown,Unknown
"International Broadcaster, Tigrigna Language",0,1,0,Full-time,0,0,US,Media_Entertainment,Bachelor
Director of Growth Marketing,0,1,1,Full-time,0,0,Unspecified,Unknown,Unknown
Customer Service Representative,1,1,0,Full-time,1,0,US,Unknown,High School
Financial Controller,0,1,1,Full-time,0,0,GR,Tech,Bachelor
Python Developer,0,1,1,Full-time,0,0,RO,Media_Entertainment,Unknown
Collections Supervisor,0,1,0,Full-time,0,0,US,Finance,Bachelor
JavaScript Developer,0,1,1,Full-time,0,0,GB,Tech,Unknown
Quality Assurance Manager,0,1,1,Full-time,0,0,GB,Tech,Bachelor
Project Manager: Engineer,0,1,1,Full-time,1,0,US,Industrial_Energy,Bachelor
UI/UX Designer,0,1,1,Full-time,0,0,GB,Tech,Bachelor
Social Media Strategist,0,1,0,Unknown,0,0,US,Unknown,Unknown
Frontend Engineer (Angular.js),0,1,1,Unknown,0,0,US,Unknown,Unknown
Senior  Java Developer with Hadoop Exp,0,1,0,Unknown,0,0,US,Unknown,Unknown
Lead Production Engineer,0,1,1,Full-time,0,0,NZ,Industrial_Energy,Bachelor
Portfolio Manager,0,1,1,Full-time,0,0,GB,Finance,Unknown
Search & Social Trainee,0,1,1,Unknown,0,0,GR,Unknown,Unknown
UE/UX Designer,0,0,1,Full-time,0,0,US,Tech,Bachelor
Couple Jobs - Self Employment,0,1,1,Unknown,0,0,AU,Unknown,Unknown
Team Lead Support Engineer,0,1,0,Full-time,0,0,US,Tech,Bachelor
cashier,0,0,1,Full-time,0,0,US,Unknown,Unknown
Sr. Java Developer,0,1,0,Full-time,0,0,US,Tech,Bachelor
SAP HR Functional Consultant,0,0,1,Contract,0,0,US,Tech,Bachelor
Night Baker,0,1,1,Unknown,0,0,US,Unknown,Unknown
Community Manager,0,1,0,Full-time,0,0,GB,Education,Associate/Vocational
Interaction Designer,0,1,1,Full-time,0,0,CH,Media_Entertainment,Master/PhD
Property Sales Negotiator,0,1,1,Full-time,0,0,GB,Unknown,High School
New York Communication Assistant,0,1,1,Unknown,0,0,US,Unknown,High School
Product Manager,0,1,1,Unknown,0,0,GB,Unknown,Unknown
Data Scientist,0,1,1,Full-time,0,0,GB,Unknown,Unknown
Web User Interface (GUI) developer,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Passionate Frontend Developer (m/w),0,1,1,Unknown,0,0,DE,Unknown,Unknown
Associate Executive Director,0,1,1,Full-time,0,0,US,Government_Public,Master/PhD
Administrative Coordinator,0,1,0,Full-time,0,0,US,Industrial_Energy,Unknown
"International Broadcaster, Policy Office (in English)",0,1,0,Unknown,0,0,US,Unknown,Unknown
Content Strategist,0,1,0,Full-time,0,0,US,Unknown,Bachelor
"Senior Associate, Foundation Relations",0,1,1,Full-time,0,0,US,Government_Public,Bachelor
Corporate Accounting Manager,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
"International Broadcaster, Georgian Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
Affordable Housing Associate,0,1,1,Unknown,0,0,US,Unknown,Unknown
Vehicle Purchaser,0,0,1,Full-time,0,0,GB,Industrial_Energy,Unknown
"Interior Designer - Automotive IP/Cluster, HMI, Plastics",0,1,1,Full-time,0,0,US,Industrial_Energy,Bachelor
Account Executive - Online Marketing (Entry Level Position),0,1,1,Full-time,0,0,GB,Media_Entertainment,Bachelor
Internet Graphic Designer,0,1,0,Unknown,0,0,US,Unknown,Unknown
Event Specialists,0,1,1,Full-time,0,0,US,Corporate_Services,High School
Outbound Telemarketing - Charity,0,1,0,Unknown,0,0,NZ,Unknown,Unknown
UX/UI Designer,0,1,0,Full-time,0,0,FI,Unknown,Unknown
RN Case Manager,0,0,1,Full-time,0,0,US,Health_Science,Bachelor
UI/UX Web Developer,0,1,1,Full-time,0,0,US,Unknown,Unknown
Part-Time Sales Referral Positions,1,0,0,Part-time,0,0,US,Consumer_Retail,High School
NJ-based UI/Ux Designer for iOS/Web,0,0,1,Unknown,0,0,US,Unknown,Unknown
Manufacturing Process Supervisor,0,0,0,Full-time,0,0,US,Unknown,Unknown
Front End Engineer,0,1,0,Full-time,0,0,US,Education,Unknown
Customer Care Representative,0,1,0,Full-time,0,0,EE,Corporate_Services,Unknown
R&D Technology Manager Bearings,0,1,0,Full-time,0,0,BE,Industrial_Energy,Unknown
Senior Designer,0,1,0,Full-time,0,0,GB,Tech,Bachelor
Senior Web Analyst (Digital Marketing),0,1,1,Unknown,0,0,GR,Unknown,Unknown
Community Manager,0,1,1,Unknown,0,0,GB,Unknown,Unknown
"Web developer & hacker (full-time), Athens",0,1,1,Full-time,0,0,GR,Unknown,Unknown
Laboratory Technician,0,1,1,Full-time,0,0,US,Consumer_Retail,Bachelor
Sales Managers (2x),0,1,0,Full-time,0,0,US,Education,Unknown
Staff Accountant,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Web Engineer,0,1,1,Unknown,0,0,DE,Unknown,Unknown
LUXURY RESORT HIRING PREP COOKS!!!,0,0,1,Temporary,0,0,US,Logistics_Travel,Unknown
Head of Online Marketing,0,1,1,Unknown,0,0,GB,Unknown,Unknown
Customer Service,0,0,0,Unknown,0,0,US,Health_Science,Unknown
Administrative Assistant,0,0,0,Full-time,1,0,US,Corporate_Services,Unknown
Software developer,0,1,0,Full-time,0,0,GB,Health_Science,Unknown
Desktop Support Technician,0,1,0,Full-time,0,0,US,Media_Entertainment,Unknown
5 Test and Maintenance Engineers,0,0,1,Unknown,0,0,NL,Unknown,Unknown
"International Broadcaster, Ndebele and Shona languages",0,1,0,Full-time,0,0,US,Media_Entertainment,Bachelor
Associate Account Manager-DRAFT,0,1,0,Full-time,0,0,US,Tech,Associate/Vocational
Front-End Developer,0,0,1,Full-time,0,0,NZ,Tech,Unknown
Indirect Lending Sales Rep/Funder,0,1,1,Full-time,0,0,US,Finance,Associate/Vocational
Global Head of Customer Support,0,1,1,Unknown,0,0,CA,Unknown,Unknown
CNC Programmer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Social Media / Content Manager,0,1,1,Full-time,0,0,IL,Tech,Bachelor
Personal Care Worker - Community Living Assistant,0,1,0,Full-time,0,0,US,Health_Science,High School
"Managing Director, Dallas",0,0,0,Full-time,0,0,US,Government_Public,Bachelor
Marketing Manager - Berlin,0,1,0,Full-time,0,0,DE,Corporate_Services,Unknown
Affiliate Manager,0,1,1,Full-time,0,0,TR,Tech,Bachelor
Director of Marketing,0,0,1,Full-time,0,0,US,Tech,Bachelor
NJ-based iOS / Web Developer,0,0,1,Unknown,0,0,US,Unknown,Unknown
Cosmetics and Beauty Sales Advisor,0,1,1,Part-time,0,0,GB,Consumer_Retail,Associate/Vocational
Mechanic - Trucks/Heavy Equipment,0,1,1,Unknown,0,0,US,Industrial_Energy,Unknown
Logistics Warehouse Manager,0,0,0,Full-time,0,0,US,Logistics_Travel,Associate/Vocational
"Technical Recruiter, Client Lead",0,0,0,Full-time,0,0,US,Corporate_Services,Bachelor
"Home Health CNA- Kennewick, WA",0,1,0,Unknown,0,0,US,Unknown,Unknown
Data Entry Clerk,0,1,1,Full-time,0,0,US,Corporate_Services,High School
Senior Luxury Beauty Salesperson,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Data entry / Tech Support,0,1,0,Full-time,0,0,US,Logistics_Travel,Associate/Vocational
PHP Developer,0,0,1,Full-time,0,0,NL,Tech,Bachelor
Strategic Account Director - San Francisco,0,1,0,Full-time,0,0,US,Unknown,Unknown
Stick & MIG Structural Welders,0,1,0,Temporary,0,0,US,Industrial_Energy,Unknown
Marketing Associate,0,1,1,Full-time,0,0,US,Tech,Bachelor
Lead Application Developer,0,1,0,Contract,0,0,US,Industrial_Energy,Bachelor
Freelance Translators (m/f) from Danish and German into English,0,1,1,Unknown,0,0,DE,Education,Unknown
Business Developer Spain - Portugal,0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
"International Broadcaster, Macedonian Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
Senior IT Analyst,0,1,0,Contract,0,0,Unspecified,Unknown,Unknown
Regional Account Manager,0,1,1,Full-time,0,0,US,Government_Public,Bachelor
Interactive Designer,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Sales Director,0,1,1,Full-time,0,0,US,Tech,Bachelor
Lead Web Developer,0,1,1,Full-time,0,0,IE,Tech,Bachelor
Event & Exhibition Project Assistant / Executive,0,1,1,Contract,0,0,HK,Unknown,Bachelor
Administrative Assistant,0,1,1,Full-time,0,0,US,Health_Science,High School
Art Director,0,1,1,Full-time,0,0,US,Tech,Bachelor
Executive Producer,0,1,1,Full-time,0,0,US,Media_Entertainment,Bachelor
Ruby on Rails Developer,0,1,1,Full-time,0,0,PL,Unknown,Unknown
Physical Education Teacher,0,1,1,Full-time,0,0,US,Unknown,Master/PhD
Web Designer,1,1,1,Unknown,0,0,TR,Unknown,Unknown
"Production Assistant, Persian Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
Front-End Developer,0,1,0,Unknown,0,0,GR,Unknown,Unknown
Traffic Manager Web/Mobile,0,1,1,Full-time,0,0,EE,Corporate_Services,Unknown
Administrative Assitstant,0,0,0,Full-time,1,1,US,Unknown,Bachelor
DATA ENTRY/RECEPTIONIST,0,0,0,Full-time,1,1,US,Corporate_Services,Unknown
Administrative Assistant - Sales Support,0,1,1,Full-time,0,0,US,Health_Science,Unknown
